variant,question,expected_no_answer,question_type,difficulty,knowledge_scope,crag_action,hit,mrr,recall,precision,correctness,faithfulness,relevance,fallback_appropriate,hallucination,issue_type,summary
"BASELINE_B","杭州北航国际创新研究院是否接受已毕业学生的派驻申请？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答错误，实际标准答案为‘不接受’"
"SYSTEM","杭州北航国际创新研究院是否接受已毕业学生的派驻申请？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,3,4,4,false,false,"generation","回答未直接给出‘不接受’的明确结论"
"BASELINE_A","北航国际创新学院兼职辅导员与学生的配备比例是多少？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但错误拒答，未尝试推理"
"BASELINE_B","北航国际创新学院兼职辅导员与学生的配备比例是多少？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到比例信息"
"SYSTEM","北航国际创新学院兼职辅导员与学生的配备比例是多少？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,true,"generation","回答错误且编造梦拓比例为1:5"
"BASELINE_A","应聘北航国新院兼职辅导员，对政治面貌有什么要求？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,5,2,5,false,true,"generation","答案正确但无证据支撑，属编造"
"BASELINE_B","应聘北航国新院兼职辅导员，对政治面貌有什么要求？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到政治面貌要求"
"SYSTEM","应聘北航国新院兼职辅导员，对政治面貌有什么要求？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","检索失败，未找到政治面貌要求"
"BASELINE_A","北航国际创新学院兼职辅导员的聘任结果由哪个部门最终公布？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答错误且编造部门"
"BASELINE_B","北航国际创新学院兼职辅导员的聘任结果由哪个部门最终公布？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答错误，未检索到关键信息"
"SYSTEM","北航国际创新学院兼职辅导员的聘任结果由哪个部门最终公布？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","答案错误且编造，应为学生工作部（处）"
"BASELINE_A","本项目要求供应商具备什么等级的建筑装修装饰工程专业承包资质？",false,"eligibility","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但无证据，错误拒答"
"BASELINE_B","本项目要求供应商具备什么等级的建筑装修装饰工程专业承包资质？",false,"eligibility","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于证据、无幻觉"
"SYSTEM","本项目要求供应商具备什么等级的建筑装修装饰工程专业承包资质？",false,"eligibility","easy","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","检索未命中关键资质要求信息"
"BASELINE_A","拟派项目经理需同时持有哪两类有效证书？",false,"eligibility","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,4,3,5,true,false,"retrieval","答案基本正确但证书级别未明确"
"BASELINE_B","拟派项目经理需同时持有哪两类有效证书？",false,"eligibility","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全正确且忠于证据"
"SYSTEM","拟派项目经理需同时持有哪两类有效证书？",false,"eligibility","medium","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答而未答，错误兜底"
"BASELINE_A","当采购预算达到国家法定招标限额时，应采用哪种采购方式？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,2,5,false,true,"generation","答案正确但编造制度依据"
"BASELINE_B","当采购预算达到国家法定招标限额时，应采用哪种采购方式？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,4,5,true,true,"generation","答案正确但编造了100万元限额细节"
"SYSTEM","当采购预算达到国家法定招标限额时，应采用哪种采购方式？",false,"procedure","easy","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答公开招标却拒答"
"BASELINE_A","如果我要去伦敦和巴黎两个城市访问，需要准备几封外方邀请函？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"fallback","应答却错误兜底"
"BASELINE_B","如果我要去伦敦和巴黎两个城市访问，需要准备几封外方邀请函？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关依据"
"SYSTEM","如果我要去伦敦和巴黎两个城市访问，需要准备几封外方邀请函？",false,"procedure","easy","external_kb","ANSWER",1.0,1.0,1.0,0.3333333333333333,5,5,5,true,false,"none","回答正确且完全基于证据"
"BASELINE_A","外方邀请函对文件格式和打印载体有什么具体要求？",false,"procedure","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","外方邀请函对文件格式和打印载体有什么具体要求？",false,"procedure","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关要求"
"SYSTEM","外方邀请函对文件格式和打印载体有什么具体要求？",false,"procedure","medium","external_kb","ANSWER",1.0,1.0,1.0,0.2,4,3,5,true,true,"generation","格式要求正确，但打印载体细节被夸大"
"BASELINE_A","iPhone 17 的上市时间是什么时候？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"BASELINE_B","iPhone 17 的上市时间是什么时候？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"SYSTEM","iPhone 17 的上市时间是什么时候？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","比特币未来三个月会涨到多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当兜底"
"BASELINE_B","比特币未来三个月会涨到多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","恰当兜底，无幻觉"
"SYSTEM","比特币未来三个月会涨到多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确且恰当兜底"
"BASELINE_A","上海迪士尼周末门票价格是多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_B","上海迪士尼周末门票价格是多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"SYSTEM","上海迪士尼周末门票价格是多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","如何给特斯拉 Model Y 更换轮胎？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并合理回应"
"BASELINE_B","如何给特斯拉 Model Y 更换轮胎？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当兜底"
"SYSTEM","如何给特斯拉 Model Y 更换轮胎？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","巴黎奥运会男子 100 米冠军是谁？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无答案并恰当回应"
"BASELINE_B","巴黎奥运会男子 100 米冠军是谁？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，无幻觉，符合无答案预期"
"SYSTEM","巴黎奥运会男子 100 米冠军是谁？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于事实且恰当兜底"
"BASELINE_A","Windows 12 什么时候正式发布？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并如实告知"
"BASELINE_B","Windows 12 什么时候正式发布？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"SYSTEM","Windows 12 什么时候正式发布？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","家用空气炸锅哪个品牌最好？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","恰当兜底，无幻觉"
"BASELINE_B","家用空气炸锅哪个品牌最好？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，无幻觉，符合兜底要求"
"SYSTEM","家用空气炸锅哪个品牌最好？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确执行无答案兜底"
"BASELINE_A","怎么给猫咪治疗耳螨？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无答案并恰当回应"
"BASELINE_B","怎么给猫咪治疗耳螨？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，准确识别无相关信息"
"SYSTEM","怎么给猫咪治疗耳螨？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确兜底，无幻觉"
"BASELINE_A","英超下轮曼城和阿森纳谁更可能赢？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并如实告知"
"BASELINE_B","英超下轮曼城和阿森纳谁更可能赢？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，准确兜底无信息"
"SYSTEM","英超下轮曼城和阿森纳谁更可能赢？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，无幻觉且符合事实"
"BASELINE_A","高血压患者每天应该吃多少毫克降压药？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","正确兜底，无幻觉"
"BASELINE_B","高血压患者每天应该吃多少毫克降压药？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，准确拒答"
"SYSTEM","高血压患者每天应该吃多少毫克降压药？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","2026 年国考行测题型有哪些变化？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_B","2026 年国考行测题型有哪些变化？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"SYSTEM","2026 年国考行测题型有哪些变化？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于事实且恰当兜底"
"BASELINE_A","成都到九寨沟自驾最佳路线是什么？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确告知无相关信息"
"BASELINE_B","成都到九寨沟自驾最佳路线是什么？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确且恰当兜底"
"SYSTEM","成都到九寨沟自驾最佳路线是什么？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","哪款游戏本在 8000 元价位最值得买？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无答案并如实告知"
"BASELINE_B","哪款游戏本在 8000 元价位最值得买？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，无幻觉，正确兜底"
"SYSTEM","哪款游戏本在 8000 元价位最值得买？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,4,true,false,"none","恰当拒答并引导至相关校园服务"
"BASELINE_A","如何判断基金现在是不是抄底时机？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并如实告知"
"BASELINE_B","如何判断基金现在是不是抄底时机？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，准确执行无答案兜底"
"SYSTEM","如何判断基金现在是不是抄底时机？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无答案并恰当兜底"
"BASELINE_A","美股纳斯达克今晚会高开还是低开？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确兜底，无幻觉，回答恰当"
"BASELINE_B","美股纳斯达克今晚会高开还是低开？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，无幻觉，正确兜底"
"SYSTEM","美股纳斯达克今晚会高开还是低开？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确兜底，无幻觉"
"BASELINE_A","怎样在家里自己给汽车补漆？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当兜底"
"BASELINE_B","怎样在家里自己给汽车补漆？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","恰当兜底，无幻觉，回答准确"
"SYSTEM","怎样在家里自己给汽车补漆？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","OpenAI 最新旗舰模型的价格是多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确兜底，无幻觉"
"BASELINE_B","OpenAI 最新旗舰模型的价格是多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，准确指出无相关信息"
"SYSTEM","OpenAI 最新旗舰模型的价格是多少？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","2026 年考研数学一难度会不会继续上涨？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并合理回应"
"BASELINE_B","2026 年考研数学一难度会不会继续上涨？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"SYSTEM","2026 年考研数学一难度会不会继续上涨？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","肺结节 6 毫米需要马上手术吗？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,2,2,3,false,true,"generation","错误提供医学建议，应兜底拒答"
"BASELINE_B","肺结节 6 毫米需要马上手术吗？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当兜底，无幻觉"
"SYSTEM","肺结节 6 毫米需要马上手术吗？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确兜底，无幻觉"
"BASELINE_A","日本旅游签证最近多久能办下来？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_B","日本旅游签证最近多久能办下来？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"SYSTEM","日本旅游签证最近多久能办下来？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","小红书上最适合新手起号的赛道是什么？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无答案并恰当回应"
"BASELINE_B","小红书上最适合新手起号的赛道是什么？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并合理兜底"
"SYSTEM","小红书上最适合新手起号的赛道是什么？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","荣耀最新折叠屏手机参数怎么样？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并合理回应"
"BASELINE_B","荣耀最新折叠屏手机参数怎么样？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答恰当，无幻觉，符合无答案预期"
"SYSTEM","荣耀最新折叠屏手机参数怎么样？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","2026 年世界杯扩军后的赛制怎么变了？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并合理回应"
"BASELINE_B","2026 年世界杯扩军后的赛制怎么变了？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"SYSTEM","2026 年世界杯扩军后的赛制怎么变了？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确回应无相关信息"
"BASELINE_A","怎么配置 Kubernetes 才能让生产集群更省钱？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","恰当兜底，无幻觉"
"BASELINE_B","怎么配置 Kubernetes 才能让生产集群更省钱？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确识别无相关信息并恰当回应"
"SYSTEM","怎么配置 Kubernetes 才能让生产集群更省钱？",true,"no_answer","easy","academic_kb,affairs_kb,finance_kb,campus_life_kb,career_kb,research_kb,psy_safety_kb,integrated_kb,external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","准确兜底，无幻觉"
